Link,Description,ASIN,Product Description,Manufacturer
https://www.amazon.in/MosQuick%C2%AE-Drawstring-Organizing-Stationery-multipurpose/dp/B09SB42QFQ/ref=sxin_15_trfob_1_B09SB42QFQ?content-id=amzn1.sym.aa46410f-8156-4270-bbdf-247d793e0b26%3Aamzn1.sym.aa46410f-8156-4270-bbdf-247d793e0b26&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09SB42QFQ&pd_rd_r=08470a19-579c-41ab-a6d6-f7153be0c6f1&pd_rd_w=6XyqU&pd_rd_wg=s64hj&pf_rd_p=aa46410f-8156-4270-bbdf-247d793e0b26&pf_rd_r=KZBF31YX9C8K07768309&qid=1685022663&sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-2-cc7a04fe-cc55-42ad-b883-1b910070c86a,[],B09SB42QFQ,[],VIP Industries Ltd
https://www.amazon.in/Backpack-Toddler-Animal-Cartoon-Travel/dp/B09H3H3898/ref=sxin_15_trfob_2_B09H3H3898?content-id=amzn1.sym.aa46410f-8156-4270-bbdf-247d793e0b26%3Aamzn1.sym.aa46410f-8156-4270-bbdf-247d793e0b26&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09H3H3898&pd_rd_r=08470a19-579c-41ab-a6d6-f7153be0c6f1&pd_rd_w=6XyqU&pd_rd_wg=s64hj&pf_rd_p=aa46410f-8156-4270-bbdf-247d793e0b26&pf_rd_r=KZBF31YX9C8K07768309&qid=1685022663&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-3-cc7a04fe-cc55-42ad-b883-1b910070c86a,[],B09SB42QFQ,[],VIP Industries Ltd
https://www.amazon.in/Blue-Tree-Velvet-Nursery-Travelling/dp/B07XJHP2C7/ref=sxin_15_trfob_3_B07XJHP2C7?content-id=amzn1.sym.aa46410f-8156-4270-bbdf-247d793e0b26%3Aamzn1.sym.aa46410f-8156-4270-bbdf-247d793e0b26&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07XJHP2C7&pd_rd_r=08470a19-579c-41ab-a6d6-f7153be0c6f1&pd_rd_w=6XyqU&pd_rd_wg=s64hj&pf_rd_p=aa46410f-8156-4270-bbdf-247d793e0b26&pf_rd_r=KZBF31YX9C8K07768309&qid=1685022663&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-4-cc7a04fe-cc55-42ad-b883-1b910070c86a,[],B09SB42QFQ,[],VIP Industries Ltd
https://www.amazon.in/Amazon-Brand-Canvas-printed-stylish/dp/B0BX3PW42J/ref=sxin_15_trfob_4_B0BX3PW42J?content-id=amzn1.sym.aa46410f-8156-4270-bbdf-247d793e0b26%3Aamzn1.sym.aa46410f-8156-4270-bbdf-247d793e0b26&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0BX3PW42J&pd_rd_r=08470a19-579c-41ab-a6d6-f7153be0c6f1&pd_rd_w=6XyqU&pd_rd_wg=s64hj&pf_rd_p=aa46410f-8156-4270-bbdf-247d793e0b26&pf_rd_r=KZBF31YX9C8K07768309&qid=1685022663&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-5-cc7a04fe-cc55-42ad-b883-1b910070c86a,"['Printed Canvas tote bag for Women', 'Outer material: canvas, inner material: Satin', 'Size- 15x16 inches', 'Strap type: double handle, closure type: Zipper', '1 big compartmnet with 1 inner pocket']",B0BX3PW42J,"['Product Dimensions :', '38 x 12 x 40 cm; 260 Grams', 'Date First Available :', '28 February 2023', 'Manufacturer :', 'Amazon Brand - Umi', 'ASIN :', 'B0BX3PW42J', 'Item model number :', 'UMITOTE00009', 'Country of Origin :', 'India', 'Department :', 'Womens', 'Manufacturer :', 'Amazon Brand - Umi', 'Item Weight :', '260 g', 'Item Dimensions LxWxH :', '38 x 12 x 40 Centimeters', 'Net Quantity :', '1.00 count', 'Included Components :', 'tote bag', 'Generic Name :', 'Tote Bag', 'Best Sellers Rank:', 'Customer Reviews:']",Amazon Brand - Umi
https://www.amazon.in/School-Backpack-Cartoon-Travel-Toddler/dp/B08WWTHLTF/ref=sxin_15_trfob_5_B08WWTHLTF?content-id=amzn1.sym.aa46410f-8156-4270-bbdf-247d793e0b26%3Aamzn1.sym.aa46410f-8156-4270-bbdf-247d793e0b26&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B08WWTHLTF&pd_rd_r=08470a19-579c-41ab-a6d6-f7153be0c6f1&pd_rd_w=6XyqU&pd_rd_wg=s64hj&pf_rd_p=aa46410f-8156-4270-bbdf-247d793e0b26&pf_rd_r=KZBF31YX9C8K07768309&qid=1685022663&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-6-cc7a04fe-cc55-42ad-b883-1b910070c86a,[],B0BX3PW42J,[],Amazon Brand - Umi
https://www.amazon.in/AmazonBasics-Foldable-Travel-Duffel-27-inch/dp/B01J24HEE4/ref=sxin_15_trfob_6_B01J24HEE4?content-id=amzn1.sym.aa46410f-8156-4270-bbdf-247d793e0b26%3Aamzn1.sym.aa46410f-8156-4270-bbdf-247d793e0b26&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B01J24HEE4&pd_rd_r=08470a19-579c-41ab-a6d6-f7153be0c6f1&pd_rd_w=6XyqU&pd_rd_wg=s64hj&pf_rd_p=aa46410f-8156-4270-bbdf-247d793e0b26&pf_rd_r=KZBF31YX9C8K07768309&qid=1685022663&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-7-cc7a04fe-cc55-42ad-b883-1b910070c86a,"['100% Polyester', 'Travel duffel bag for use as primary luggage, sports gear, and more', 'Made of durable woven fabric for tear- and rip-resistant strength; high-quality zippers with pull cords', 'Multiple pockets for organizing; shoe pocket doubles as dirty-laundry compartment (water and odor resistant)', 'Super-lightweight and spacious; removable shoulder strap and 2 hand straps; folds into ultra-compact size', 'Measures 27 inches long by 11 inches wide by 15-1/2 inches high (without handles)', '1 year limited warranty']",B01J24HEE4,"['Product Dimensions :', '68.58 x 27.94 x 39.37 cm; 408.23 Grams', 'Date First Available :', '4 August 2017', 'Manufacturer :', 'Wanxinda Guangzhou Technology Product Co. Ltd', 'ASIN :', 'B01J24HEE4', 'Item model number :', 'ZH1603218R1', 'Country of Origin :', 'China', 'Manufacturer :', 'Wanxinda Guangzhou Technology Product Co. Ltd, Wanxinda Guangzhou Technology Product Co. Ltd, CT Lingxi Rd, Automobile Zone, Huadu district, Guangzhou, ChinaHuadu, Guangzhou', 'Importer :', '8th, 1, Metro Tower, Ho Chi Minh Sarani, Kolkatta, West Bengal, 700071', 'Item Weight :', '408 g', 'Item Dimensions LxWxH :', '68.6 x 27.9 x 39.4 Centimeters', 'Best Sellers Rank:', 'Customer Reviews:']",Wanxinda Guangzhou Technology Product Co. Ltd
https://www.amazon.in/Blue-Tree-Backpack-Cartoon-Spiderman/dp/B08YP5HQVP/ref=sxin_15_trfob_7_B08YP5HQVP?content-id=amzn1.sym.aa46410f-8156-4270-bbdf-247d793e0b26%3Aamzn1.sym.aa46410f-8156-4270-bbdf-247d793e0b26&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B08YP5HQVP&pd_rd_r=08470a19-579c-41ab-a6d6-f7153be0c6f1&pd_rd_w=6XyqU&pd_rd_wg=s64hj&pf_rd_p=aa46410f-8156-4270-bbdf-247d793e0b26&pf_rd_r=KZBF31YX9C8K07768309&qid=1685022663&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-8-cc7a04fe-cc55-42ad-b883-1b910070c86a,[],B01J24HEE4,[],Wanxinda Guangzhou Technology Product Co. Ltd
https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4FK9G/ref=sr_1_6?crid=2M096C61O4MLT&keywords=bags&qid=1685022663&sprefix=ba%2Caps%2C283&sr=8-6,"['Care Instructions: Hand Wash Only', 'Well Organized compartment ,Security Back Pocket']",B0BTD4FK9G,"['Product Dimensions :', '20 x 32.5 x 47.5 cm; 510 Grams', 'Date First Available :', '30 January 2023', 'Manufacturer :', 'EXPERTS', 'ASIN :', 'B0BTD4FK9G', 'Item model number :', 'LT9 (0) 01 002', 'Country of Origin :', 'China', 'Department :', 'mens', 'Manufacturer :', 'EXPERTS, China', 'Packer :', 'China', 'Importer :', 'Importer Name ltd., Street No. 24/4, New Delhi, India - 110011, Contact: +91-111-000-2400, service@importer.com', 'Item Weight :', '510 g', 'Item Dimensions LxWxH :', '20 x 32.5 x 47.5 Centimeters', 'Generic Name :', 'BACKPACK', 'Best Sellers Rank:', 'Customer Reviews:']",EXPERTS
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_7?crid=2M096C61O4MLT&keywords=bags&qid=1685022663&sprefix=ba%2Caps%2C283&sr=8-7,"['Material: Water Resistant Light-Weight Polyester<br>', 'Compartments: 2 with padding; Laptop Size: 15.6 inch and below<br>', 'Dimensions: LxWxH - 12.5 x 7.5 x 19 inches<br>', 'Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders<br>', 'Closure Type: Zipper<br>']",B09TPX22NF,"['Product Dimensions :', '32 x 20 x 47 cm; 530 Grams', 'Date First Available :', '1 March 2022', 'Manufacturer :', 'ADISA', 'ASIN :', 'B09TPX22NF', 'Item model number :', 'BP041', 'Country of Origin :', 'India', 'Department :', 'Men', 'Manufacturer :', 'ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com', 'Packer :', 'ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com', 'Item Weight :', '530 g', 'Item Dimensions LxWxH :', '32 x 20 x 47 Centimeters', 'Net Quantity :', '1.00 count', 'Included Components :', 'Laptop backpack only', 'Generic Name :', 'Laptop backpack', 'Best Sellers Rank:', 'Customer Reviews:']",ADISA
https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTCNN75/ref=sr_1_8?crid=2M096C61O4MLT&keywords=bags&qid=1685022663&sprefix=ba%2Caps%2C283&sr=8-8,"['Care Instructions: Wipe with Damp Cloth', 'Number Lock: This Fur Jaden Anti Theft laptop backpack comes equipped with a Number Lock. This helps keep your laptop and other belongings safe when you need to leave your bag unattended in a public space. The number lock sequence can be changed and customised by your directly.<br>', 'USB Charging Port: Now charge your devices on the go with your new Fur Jaden backpack without the hassle of carrying a bulk power bank in your pocket/ hand at all times.<br>', 'Ergonomic Design: This backpack has been designed to ensure equal weight distribution on your shoulders along with padded shoulder straps and breathable air mesh on the back.<br>', 'Dimension: 42 CM (L) x 30 CM (W) x 18 CM (D). Storage Capacity: 25L. Weight: 600 Grams; Warranty: 1 Year Manufacturer Warranty against Manufacturing Defects<br>', 'Closure Type: Zipper; Lining Description: Polyester; Age Range Description: Adult<br>']",B09VTCNN75,"['Product Dimensions :', '30 x 18 x 42 cm; 700 Grams', 'Date First Available :', '17 March 2022', 'Manufacturer :', 'FUR JADEN', 'ASIN :', 'B09VTCNN75', 'Item model number :', 'BM83', 'Country of Origin :', 'India', 'Department :', 'unisex-adult', 'Manufacturer :', 'FUR JADEN, Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002', 'Packer :', 'Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002', 'Item Weight :', '700 g', 'Item Dimensions LxWxH :', '30 x 18 x 42 Centimeters', 'Net Quantity :', '1.00 Unit', 'Generic Name :', 'Anti Theft Laptop Backpack', 'Best Sellers Rank:', 'Customer Reviews:']",FUR JADEN
https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_9?crid=2M096C61O4MLT&keywords=bags&qid=1685022663&sprefix=ba%2Caps%2C283&sr=8-9,"['Outer Material: Polyester, Color: Sea Blue', 'Not water resistant. With Rain Cover:No', 'Capacity: 15 liters; Weight: 200 grams; Dimensions: 12 cms x 27 cms x 41 cms (LxWxH)', 'Number of compartments: 2; Laptop Compatibility: No', 'Age Range Description: Kid; Closure Type: Drawstring; Pocket Description: Utility Pocket', 'Drawstring, 2 Compartments, Compact Size']",B07Q7CNPMV,"['Product Dimensions :', '32 x 29.5 x 47 cm; 490 Grams', 'Date First Available :', '27 March 2019', 'Manufacturer :', 'Safari Industries (India) Ltd', 'ASIN :', 'B07Q7CNPMV', 'Item model number :', 'DAYPACKNEO15CBSEB', 'Country of Origin :', 'China', 'Department :', 'unisex-adult', 'Manufacturer :', 'Safari Industries (India) Ltd, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838', 'Packer :', 'Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838', 'Importer :', 'Imported and Marketed by Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838', 'Item Weight :', '490 g', 'Item Dimensions LxWxH :', '32 x 29.5 x 47 Centimeters', 'Net Quantity :', '1 Count', 'Included Components :', 'SAFARI 15 Ltrs Sea Blue Casual Backpack (DAYPACKNEO15CBSEB)', 'Generic Name :', 'Backpack', 'Best Sellers Rank:', 'Customer Reviews:']",Safari Industries (India) Ltd
https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4S4XF/ref=sr_1_10?crid=2M096C61O4MLT&keywords=bags&qid=1685022663&sprefix=ba%2Caps%2C283&sr=8-10,"['Care Instructions: Hand Wash Only', 'Well Organized compartment ,Security Back Pocket']",B0BTD4S4XF,"['Product Dimensions :', '20 x 32.5 x 47.5 cm; 510 Grams', 'Date First Available :', '30 January 2023', 'Manufacturer :', 'EXPERTS', 'ASIN :', 'B0BTD4S4XF', 'Item model number :', 'LT9 (0) 09 002', 'Country of Origin :', 'China', 'Department :', 'mens', 'Manufacturer :', 'EXPERTS, China', 'Packer :', 'China', 'Importer :', 'Importer Name ltd., Street No. 24/4, New Delhi, India - 110011, Contact: +91-111-000-2400, service@importer.com', 'Item Weight :', '510 g', 'Item Dimensions LxWxH :', '20 x 32.5 x 47.5 Centimeters', 'Generic Name :', 'BACKPACK', 'Best Sellers Rank:', 'Customer Reviews:']",EXPERTS
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNjk0MTgzNjI4MDExNTk2OjE2ODUwMjI2NjM6c3BfbXRmOjIwMDM0Mzk5OTYwNDk4OjowOjo&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685022663%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"['SPACIOUS AND LIGHTWEIGHT: Light weight & spacious laptop bag for men comes with 3 compartments. One is for carrying laptop inside (Upto 17""), with padding for safety, and space for laptop accessories like charger, etc. Second compartment of office bag for men is for books, files & all your day to day essentials. And third compartment of backpack for men is for your extra stuff. Laptop backpacks for men has provision for holding bottles on both sides & has padded shoulder straps for your comfort', 'COMFORT WITH QUALITY: This backpack for men has Wide, Padded & Adjustable shoulder straps & Padded Back for comfort in carrying heavy items. The laptop bag for men is stitched properly & Bartacks on every pressure point for extra durability. The office bag for men are made with strong yet light weight polyester fabric with heavy zippers. College Bags for men also comes with a Rain cover so that you can travel during rainy season without any problem. This laptop bag can be used by everyone.', 'SMART & TRENDY LOOKS: This Large backpack for men is smart, trendy and stylish in looks. The multipurpose college bags for men looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack. PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size: 45 cm X 31 cm X 22 cm', 'ENDURING & LONG LASTING LAPTOP BACKPACK: This trekking backpack for men/laptop bag for men is made up of highly durable material, which makes it suitable for all weather conditions including rains & extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself. We have designed the bag keeping your comfort in mind. Shoulder has high density padding, with 3D ventilated air foam padding to prevent sweating & to help you lift heavy objects easily.', 'OTHER FEATURES OF LAPTOP BAG FOR MEN: The office bag for men / office bag for women has Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment (can carry laptops of size 13, 14, 15.6 & 17 inches), Reflector Logo.']",B085MHDJ93,"['Product Dimensions :', '21 x 33 x 48 cm; 600 Grams', 'Date First Available :', '28 February 2020', 'Manufacturer :', 'Amazing Bags', 'ASIN :', 'B085MHDJ93', 'Item model number :', 'bag for men', 'Country of Origin :', 'India', 'Department :', 'Unisex Adult and Child', 'Manufacturer :', 'Amazing Bags, Half_Moon, New Delhi', 'Item Weight :', '600 g', 'Item Dimensions LxWxH :', '21 x 33 x 48 Centimeters', 'Generic Name :', 'laptop bag', 'Best Sellers Rank:', 'Customer Reviews:']",Amazing Bags
https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1685022663&sprefix=ba%2Caps%2C283&sr=8-13,[],B09QJ7ZF2Y,[],Amazing Bags
https://www.amazon.in/FUR-JADEN-Leatherette-Polypropylene-DUFF05/dp/B07M9BRCQ5/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1685022663&sprefix=ba%2Caps%2C283&sr=8-14,"[""MATERIAL - We use Highest Quality of Artificial Leather which is Durable, Long Lasting and tested to ensure they don't peel off in just few months. The leather is also water resistant. Inner fabric lining ensured to have a soft touch feel. We use quality zips and accessories that have a long life."", 'Waterproof - With this unisex duffle bag, you can be rest assured that none of your belongings will be damaged by rain or accidental splashes. The interiors of this water-resistant travel duffle bag remain free from moisture even if you get caught in an unexpected shower.', 'Dimensions: 47 x 28 x 27 CM. Volume Capacity - 35 Litres. Huge Spacious Compartment', 'Design - This stylish yet utilitarian textured leatherette duffle bag can be used for corporate travel as well as to take to the gym. The Large Spacious Compartment is suitable for 3-4 days weekender or business trip, can be used as a carry-on flight bag as well.', 'Warranty - 100% Genuine Fur Jaden Men Bags, 10 days No Question asked replacement guarantee from the date of delivery. 6 Month Manufacturer and Seller Warranty against Manufacturing Defects']",B07M9BRCQ5,"['Is Discontinued By Manufacturer :', 'No', 'Product Dimensions :', '28 x 27 x 47 cm; 900 Grams', 'Date First Available :', '20 December 2018', 'Manufacturer :', 'Fur Jaden', 'ASIN :', 'B07M9BRCQ5', 'Item model number :', 'DUFF05', 'Country of Origin :', 'India', 'Manufacturer :', 'Fur Jaden, 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028', 'Item Weight :', '900 g', 'Item Dimensions LxWxH :', '28 x 27 x 47 Centimeters', 'Net Quantity :', '1 count', 'Included Components :', '1 Duffle Bag', 'Generic Name :', 'Duffle Bag', 'Best Sellers Rank:', 'Customer Reviews:']",No
https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTDMRY7/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1685022663&sprefix=ba%2Caps%2C283&sr=8-15,"['Care Instructions: Wipe with Damp Cloth', 'Number Lock: This Fur Jaden Anti Theft laptop backpack comes equipped with a Number Lock. This helps keep your laptop and other belongings safe when you need to leave your bag unattended in a public space. The number lock sequence can be changed and customised by your directly.<br>', 'USB Charging Port: Now charge your devices on the go with your new Fur Jaden backpack without the hassle of carrying a bulk power bank in your pocket/ hand at all times.<br>', 'Ergonomic Design: This backpack has been designed to ensure equal weight distribution on your shoulders along with padded shoulder straps and breathable air mesh on the back.<br>', 'Dimension: 42 CM (L) x 30 CM (W) x 18 CM (D). Storage Capacity: 25L. Weight: 600 Grams; Warranty: 1 Year Manufacturer Warranty against Manufacturing Defects<br>', 'Age Range Description: Adult; Closure Type: Zipper; Lining Description: Polyester<br>']",B09VTDMRY7,"['Product Dimensions :', '30 x 18 x 42 cm; 700 Grams', 'Date First Available :', '17 March 2022', 'Manufacturer :', 'FUR JADEN', 'ASIN :', 'B09VTDMRY7', 'Item model number :', 'BM83', 'Country of Origin :', 'India', 'Department :', 'unisex-adult', 'Manufacturer :', 'FUR JADEN, Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002', 'Packer :', 'Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002', 'Item Weight :', '700 g', 'Item Dimensions LxWxH :', '30 x 18 x 42 Centimeters', 'Net Quantity :', '1.00 Unit', 'Generic Name :', 'Anti Theft Laptop Backpack', 'Best Sellers Rank:', 'Customer Reviews:']",FUR JADEN
https://www.amazon.in/Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1685022663&sprefix=ba%2Caps%2C283&sr=8-16,"['Spacious : This Rucksack bag is lightweight and comes with Three main compartment having the capacity of approx 45 Ltr, big enough to carry laptop of all sizes, books, clothes, camping gear; 3 main compartments to store all your essentials, A back mesh pocket to carry extra documents and numerous small pocket to carry all your small accessories', 'CAPACITY & SIZE : 45 Litres; Weight: 0.9 kg ; Dimensions: 22.9cm x 36.8cm x 50.8cm ; Utility : Ideal for Travel, Hiking, Trekking & Camping, Day trip.; HIGH QUALITY : A major problem in many rucksack and travelling bags is that it get torn between your journeys or within a short period of time but this Rucksack which is made from high Quality materials, is stitched properly and has bartacks on pressure points is strong enough to hold all your items without any problem', 'FEATURES : Back Padding, Chest Strap, Earphone Cord Support, Unique Design, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Padded Shoulder Strap , Breathable Mesh etc.; Closure Type: Zipper; Age Range Description: Adult', 'COMFORTABLE TRAVEL : Backside Honeycomb padded structure which helps you travelling comfortably all day long, provides proper air circulation while in summer also to prevent you feel more relax. Chest Strap, Hip Belt, Straight Shaped Straps structure which fits on your shoulders very comfortably makes you lift heavy objects easily.', '12 Months Limited Brand Warranty']",B098QFF5TJ,"['Product Dimensions :', '36.8 x 22.9 x 50.8 cm; 900 Grams', 'Date First Available :', '6 July 2021', 'Manufacturer :', 'Wesley', 'ASIN :', 'B098QFF5TJ', 'Item model number :', 'Spartan Hiking', 'Country of Origin :', 'India', 'Department :', 'unisex-adult', 'Manufacturer :', 'Wesley, Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039. Ph-9560940507', 'Packer :', 'Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039. Ph-9560940507', 'Item Weight :', '900 g', 'Item Dimensions LxWxH :', '36.8 x 22.9 x 50.8 Centimeters', 'Included Components :', 'backpack, Raincover', 'Generic Name :', 'LAPTOP BACKPACK', 'Best Sellers Rank:', 'Customer Reviews:']",Wesley
https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_17?crid=2M096C61O4MLT&keywords=bags&qid=1685022663&sprefix=ba%2Caps%2C283&sr=8-17,"['SPACIOUS AND LIGHTWEIGHT: Light weight & spacious laptop bag for men comes with 3 compartments. One is for carrying laptop inside (Upto 17""), with padding for safety, and space for laptop accessories like charger, etc. Second compartment of office bag for men is for books, files & all your day to day essentials. And third compartment of backpack for men is for your extra stuff. Laptop backpacks for men has provision for holding bottles on both sides & has padded shoulder straps for your comfort', 'COMFORT WITH QUALITY: This backpack for men has Wide, Padded & Adjustable shoulder straps & Padded Back for comfort in carrying heavy items. The laptop bag for men is stitched properly & Bartacks on every pressure point for extra durability. The office bag for men are made with strong yet light weight polyester fabric with heavy zippers. College Bags for men also comes with a Rain cover so that you can travel during rainy season without any problem. This laptop bag can be used by everyone.', 'SMART & TRENDY LOOKS: This Large backpack for men is smart, trendy and stylish in looks. The multipurpose college bags for men looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack. PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size: 45 cm X 31 cm X 22 cm', 'ENDURING & LONG LASTING LAPTOP BACKPACK: This trekking backpack for men/laptop bag for men is made up of highly durable material, which makes it suitable for all weather conditions including rains & extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself. We have designed the bag keeping your comfort in mind. Shoulder has high density padding, with 3D ventilated air foam padding to prevent sweating & to help you lift heavy objects easily.', 'OTHER FEATURES OF LAPTOP BAG FOR MEN: The office bag for men / office bag for women has Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment (can carry laptops of size 13, 14, 15.6 & 17 inches), Reflector Logo.']",B085MHDJ93,"['Product Dimensions :', '21 x 33 x 48 cm; 600 Grams', 'Date First Available :', '28 February 2020', 'Manufacturer :', 'Amazing Bags', 'ASIN :', 'B085MHDJ93', 'Item model number :', 'bag for men', 'Country of Origin :', 'India', 'Department :', 'Unisex Adult and Child', 'Manufacturer :', 'Amazing Bags, Half_Moon, New Delhi', 'Item Weight :', '600 g', 'Item Dimensions LxWxH :', '21 x 33 x 48 Centimeters', 'Generic Name :', 'laptop bag', 'Best Sellers Rank:', 'Customer Reviews:']",Amazing Bags
